,sample,cid,class,db,dir,num,split,tag,vid
1885,MeettheFockers_fall_floor_f_nm_np1_fr_med_5.avi,5,fall_floor,hmdb51,./Dataset/hmdb51/fall_floor/MeettheFockers_fall_floor_f_nm_np1_fr_med_5/img/,77,s1,train,/home/windhyk/Desktop/HARdatabase_frames/hmdb51/fall_floor/MeettheFockers_fall_floor_f_nm_np1_fr_med_5.avi
1886,MeettheFockers_run_u_nm_np1_fr_med_13.avi,25,run,hmdb51,./Dataset/hmdb51/run/MeettheFockers_run_u_nm_np1_fr_med_13/img/,76,s1,train,/home/windhyk/Desktop/HARdatabase_frames/hmdb51/run/MeettheFockers_run_u_nm_np1_fr_med_13.avi
1887,MeettheParents_drink_u_nm_np1_fr_goo_4.avi,28,drink,hmdb51,./Dataset/hmdb51/drink/MeettheParents_drink_u_nm_np1_fr_goo_4/img/,53,s1,train,/home/windhyk/Desktop/HARdatabase_frames/hmdb51/drink/MeettheParents_drink_u_nm_np1_fr_goo_4.avi
1888,MeettheParents_eat_u_nm_np1_fr_med_2.avi,14,eat,hmdb51,./Dataset/hmdb51/eat/MeettheParents_eat_u_nm_np1_fr_med_2/img/,77,s1,train,/home/windhyk/Desktop/HARdatabase_frames/hmdb51/eat/MeettheParents_eat_u_nm_np1_fr_med_2.avi
1889,MeettheParents_walk_u_cm_np1_fr_med_8.avi,3,walk,hmdb51,./Dataset/hmdb51/walk/MeettheParents_walk_u_cm_np1_fr_med_8/img/,108,s1,train,/home/windhyk/Desktop/HARdatabase_frames/hmdb51/walk/MeettheParents_walk_u_cm_np1_fr_med_8.avi
1890,MegaPrecisionArchery_shoot_bow_u_nm_np1_fr_med_0.avi,50,shoot_bow,hmdb51,./Dataset/hmdb51/shoot_bow/MegaPrecisionArchery_shoot_bow_u_nm_np1_fr_med_0/img/,454,s1,train,/home/windhyk/Desktop/HARdatabase_frames/hmdb51/shoot_bow/MegaPrecisionArchery_shoot_bow_u_nm_np1_fr_med_0.avi
1891,MegaPrecisionArchery_shoot_bow_u_nm_np1_fr_med_1.avi,50,shoot_bow,hmdb51,./Dataset/hmdb51/shoot_bow/MegaPrecisionArchery_shoot_bow_u_nm_np1_fr_med_1/img/,262,s1,train,/home/windhyk/Desktop/HARdatabase_frames/hmdb51/shoot_bow/MegaPrecisionArchery_shoot_bow_u_nm_np1_fr_med_1.avi
1892,MegaPrecisionArchery_shoot_bow_u_nm_np1_fr_med_2.avi,50,shoot_bow,hmdb51,./Dataset/hmdb51/shoot_bow/MegaPrecisionArchery_shoot_bow_u_nm_np1_fr_med_2/img/,367,s1,train,/home/windhyk/Desktop/HARdatabase_frames/hmdb51/shoot_bow/MegaPrecisionArchery_shoot_bow_u_nm_np1_fr_med_2.avi
1893,MegaPrecisionArchery_shoot_bow_u_nm_np1_fr_med_3.avi,50,shoot_bow,hmdb51,./Dataset/hmdb51/shoot_bow/MegaPrecisionArchery_shoot_bow_u_nm_np1_fr_med_3/img/,306,s1,train,/home/windhyk/Desktop/HARdatabase_frames/hmdb51/shoot_bow/MegaPrecisionArchery_shoot_bow_u_nm_np1_fr_med_3.avi
1894,MegaPrecisionArchery_shoot_bow_u_nm_np1_fr_med_4.avi,50,shoot_bow,hmdb51,./Dataset/hmdb51/shoot_bow/MegaPrecisionArchery_shoot_bow_u_nm_np1_fr_med_4/img/,295,s1,train,/home/windhyk/Desktop/HARdatabase_frames/hmdb51/shoot_bow/MegaPrecisionArchery_shoot_bow_u_nm_np1_fr_med_4.avi
1895,MegaPrecisionArchery_shoot_bow_u_nm_np1_fr_med_5.avi,50,shoot_bow,hmdb51,./Dataset/hmdb51/shoot_bow/MegaPrecisionArchery_shoot_bow_u_nm_np1_fr_med_5/img/,393,s1,train,/home/windhyk/Desktop/HARdatabase_frames/hmdb51/shoot_bow/MegaPrecisionArchery_shoot_bow_u_nm_np1_fr_med_5.avi
1896,Meshooting3_shoot_bow_u_cm_np1_fr_med_0.avi,50,shoot_bow,hmdb51,./Dataset/hmdb51/shoot_bow/Meshooting3_shoot_bow_u_cm_np1_fr_med_0/img/,200,s1,train,/home/windhyk/Desktop/HARdatabase_frames/hmdb51/shoot_bow/Meshooting3_shoot_bow_u_cm_np1_fr_med_0.avi
1897,Meshooting3_shoot_bow_u_cm_np1_fr_med_1.avi,50,shoot_bow,hmdb51,./Dataset/hmdb51/shoot_bow/Meshooting3_shoot_bow_u_cm_np1_fr_med_1/img/,312,s1,train,/home/windhyk/Desktop/HARdatabase_frames/hmdb51/shoot_bow/Meshooting3_shoot_bow_u_cm_np1_fr_med_1.avi
1898,Meshooting3_shoot_bow_u_cm_np1_fr_med_2.avi,50,shoot_bow,hmdb51,./Dataset/hmdb51/shoot_bow/Meshooting3_shoot_bow_u_cm_np1_fr_med_2/img/,190,s1,train,/home/windhyk/Desktop/HARdatabase_frames/hmdb51/shoot_bow/Meshooting3_shoot_bow_u_cm_np1_fr_med_2.avi
1899,Metaphysics_Pull_up_specialist_pullup_u_cm_np1_ba_med_0.avi,17,pullup,hmdb51,./Dataset/hmdb51/pullup/Metaphysics_Pull_up_specialist_pullup_u_cm_np1_ba_med_0/img/,80,s1,train,/home/windhyk/Desktop/HARdatabase_frames/hmdb51/pullup/Metaphysics_Pull_up_specialist_pullup_u_cm_np1_ba_med_0.avi
1900,Metaphysics_Pull_up_specialist_pullup_u_cm_np1_ba_med_1.avi,17,pullup,hmdb51,./Dataset/hmdb51/pullup/Metaphysics_Pull_up_specialist_pullup_u_cm_np1_ba_med_1/img/,80,s1,train,/home/windhyk/Desktop/HARdatabase_frames/hmdb51/pullup/Metaphysics_Pull_up_specialist_pullup_u_cm_np1_ba_med_1.avi
1901,Metaphysics_Pull_up_specialist_pullup_u_cm_np1_ba_med_2.avi,17,pullup,hmdb51,./Dataset/hmdb51/pullup/Metaphysics_Pull_up_specialist_pullup_u_cm_np1_ba_med_2/img/,54,s1,train,/home/windhyk/Desktop/HARdatabase_frames/hmdb51/pullup/Metaphysics_Pull_up_specialist_pullup_u_cm_np1_ba_med_2.avi
1902,Metaphysics_Pull_up_specialist_pullup_u_cm_np1_fr_med_3.avi,17,pullup,hmdb51,./Dataset/hmdb51/pullup/Metaphysics_Pull_up_specialist_pullup_u_cm_np1_fr_med_3/img/,80,s1,train,/home/windhyk/Desktop/HARdatabase_frames/hmdb51/pullup/Metaphysics_Pull_up_specialist_pullup_u_cm_np1_fr_med_3.avi
1903,Metaphysics_Pull_up_specialist_pullup_u_cm_np1_fr_med_4.avi,17,pullup,hmdb51,./Dataset/hmdb51/pullup/Metaphysics_Pull_up_specialist_pullup_u_cm_np1_fr_med_4/img/,80,s1,train,/home/windhyk/Desktop/HARdatabase_frames/hmdb51/pullup/Metaphysics_Pull_up_specialist_pullup_u_cm_np1_fr_med_4.avi
1904,Metaphysics_Pull_up_specialist_pullup_u_cm_np1_fr_med_5.avi,17,pullup,hmdb51,./Dataset/hmdb51/pullup/Metaphysics_Pull_up_specialist_pullup_u_cm_np1_fr_med_5/img/,66,s1,train,/home/windhyk/Desktop/HARdatabase_frames/hmdb51/pullup/Metaphysics_Pull_up_specialist_pullup_u_cm_np1_fr_med_5.avi
1905,Meto_Demo_BHS__Flick_Flack_flic_flac_f_cm_np1_ba_med_0.avi,23,flic_flac,hmdb51,./Dataset/hmdb51/flic_flac/Meto_Demo_BHS__Flick_Flack_flic_flac_f_cm_np1_ba_med_0/img/,68,s1,train,/home/windhyk/Desktop/HARdatabase_frames/hmdb51/flic_flac/Meto_Demo_BHS__Flick_Flack_flic_flac_f_cm_np1_ba_med_0.avi
1906,Meto_Demo_BHS__Flick_Flack_flic_flac_f_cm_np1_ba_med_1.avi,23,flic_flac,hmdb51,./Dataset/hmdb51/flic_flac/Meto_Demo_BHS__Flick_Flack_flic_flac_f_cm_np1_ba_med_1/img/,77,s1,train,/home/windhyk/Desktop/HARdatabase_frames/hmdb51/flic_flac/Meto_Demo_BHS__Flick_Flack_flic_flac_f_cm_np1_ba_med_1.avi
1907,Meto_Demo_BHS__Flick_Flack_flic_flac_f_cm_np1_ba_med_2.avi,23,flic_flac,hmdb51,./Dataset/hmdb51/flic_flac/Meto_Demo_BHS__Flick_Flack_flic_flac_f_cm_np1_ba_med_2/img/,78,s1,train,/home/windhyk/Desktop/HARdatabase_frames/hmdb51/flic_flac/Meto_Demo_BHS__Flick_Flack_flic_flac_f_cm_np1_ba_med_2.avi
1908,Meto_Demo_BHS__Flick_Flack_flic_flac_f_cm_np1_le_med_6.avi,23,flic_flac,hmdb51,./Dataset/hmdb51/flic_flac/Meto_Demo_BHS__Flick_Flack_flic_flac_f_cm_np1_le_med_6/img/,64,s1,train,/home/windhyk/Desktop/HARdatabase_frames/hmdb51/flic_flac/Meto_Demo_BHS__Flick_Flack_flic_flac_f_cm_np1_le_med_6.avi
1909,Meto_Demo_BHS__Flick_Flack_flic_flac_f_cm_np1_le_med_7.avi,23,flic_flac,hmdb51,./Dataset/hmdb51/flic_flac/Meto_Demo_BHS__Flick_Flack_flic_flac_f_cm_np1_le_med_7/img/,77,s1,train,/home/windhyk/Desktop/HARdatabase_frames/hmdb51/flic_flac/Meto_Demo_BHS__Flick_Flack_flic_flac_f_cm_np1_le_med_7.avi
1910,Meto_Demo_BHS__Flick_Flack_flic_flac_f_cm_np1_le_med_8.avi,23,flic_flac,hmdb51,./Dataset/hmdb51/flic_flac/Meto_Demo_BHS__Flick_Flack_flic_flac_f_cm_np1_le_med_8/img/,78,s1,train,/home/windhyk/Desktop/HARdatabase_frames/hmdb51/flic_flac/Meto_Demo_BHS__Flick_Flack_flic_flac_f_cm_np1_le_med_8.avi
1911,Meto_Demo_BHS__Flick_Flack_flic_flac_f_cm_np1_ri_med_3.avi,23,flic_flac,hmdb51,./Dataset/hmdb51/flic_flac/Meto_Demo_BHS__Flick_Flack_flic_flac_f_cm_np1_ri_med_3/img/,77,s1,train,/home/windhyk/Desktop/HARdatabase_frames/hmdb51/flic_flac/Meto_Demo_BHS__Flick_Flack_flic_flac_f_cm_np1_ri_med_3.avi
1912,Meto_Demo_BHS__Flick_Flack_flic_flac_f_cm_np1_ri_med_4.avi,23,flic_flac,hmdb51,./Dataset/hmdb51/flic_flac/Meto_Demo_BHS__Flick_Flack_flic_flac_f_cm_np1_ri_med_4/img/,78,s1,train,/home/windhyk/Desktop/HARdatabase_frames/hmdb51/flic_flac/Meto_Demo_BHS__Flick_Flack_flic_flac_f_cm_np1_ri_med_4.avi
1913,Meto_Demo_BHS__Flick_Flack_flic_flac_f_cm_np1_ri_med_5.avi,23,flic_flac,hmdb51,./Dataset/hmdb51/flic_flac/Meto_Demo_BHS__Flick_Flack_flic_flac_f_cm_np1_ri_med_5/img/,77,s1,train,/home/windhyk/Desktop/HARdatabase_frames/hmdb51/flic_flac/Meto_Demo_BHS__Flick_Flack_flic_flac_f_cm_np1_ri_med_5.avi
1914,Mexican_Climbing_Fence_climb_f_cm_np1_ba_med_0.avi,47,climb,hmdb51,./Dataset/hmdb51/climb/Mexican_Climbing_Fence_climb_f_cm_np1_ba_med_0/img/,77,s1,train,/home/windhyk/Desktop/HARdatabase_frames/hmdb51/climb/Mexican_Climbing_Fence_climb_f_cm_np1_ba_med_0.avi
1915,Mexican_Climbing_Fence_climb_f_cm_np1_ba_med_1.avi,47,climb,hmdb51,./Dataset/hmdb51/climb/Mexican_Climbing_Fence_climb_f_cm_np1_ba_med_1/img/,76,s1,train,/home/windhyk/Desktop/HARdatabase_frames/hmdb51/climb/Mexican_Climbing_Fence_climb_f_cm_np1_ba_med_1.avi
1916,Mexican_Climbing_Fence_climb_f_cm_np1_ba_med_2.avi,47,climb,hmdb51,./Dataset/hmdb51/climb/Mexican_Climbing_Fence_climb_f_cm_np1_ba_med_2/img/,77,s1,train,/home/windhyk/Desktop/HARdatabase_frames/hmdb51/climb/Mexican_Climbing_Fence_climb_f_cm_np1_ba_med_2.avi
1917,Michael_Campbell_rub_of_the_green_golf_f_cm_np1_fr_med_0.avi,1,golf,hmdb51,./Dataset/hmdb51/golf/Michael_Campbell_rub_of_the_green_golf_f_cm_np1_fr_med_0/img/,77,s1,train,/home/windhyk/Desktop/HARdatabase_frames/hmdb51/golf/Michael_Campbell_rub_of_the_green_golf_f_cm_np1_fr_med_0.avi
1918,Michelle_Wie_Powerful_Set-Up_and_Swing_golf_f_cm_np1_ri_med_0.avi,1,golf,hmdb51,./Dataset/hmdb51/golf/Michelle_Wie_Powerful_Set-Up_and_Swing_golf_f_cm_np1_ri_med_0/img/,77,s1,train,/home/windhyk/Desktop/HARdatabase_frames/hmdb51/golf/Michelle_Wie_Powerful_Set-Up_and_Swing_golf_f_cm_np1_ri_med_0.avi
1919,Michelle_Wie_bombs_a_drive_golf_f_cm_np1_ba_med_0.avi,1,golf,hmdb51,./Dataset/hmdb51/golf/Michelle_Wie_bombs_a_drive_golf_f_cm_np1_ba_med_0/img/,83,s1,train,/home/windhyk/Desktop/HARdatabase_frames/hmdb51/golf/Michelle_Wie_bombs_a_drive_golf_f_cm_np1_ba_med_0.avi
1920,Michelle_Wie_golf_f_cm_np1_ri_med_0.avi,1,golf,hmdb51,./Dataset/hmdb51/golf/Michelle_Wie_golf_f_cm_np1_ri_med_0/img/,79,s1,train,/home/windhyk/Desktop/HARdatabase_frames/hmdb51/golf/Michelle_Wie_golf_f_cm_np1_ri_med_0.avi
1921,Mike_Weir_at_the_2007_Masters_golf_f_cm_np1_le_med_0.avi,1,golf,hmdb51,./Dataset/hmdb51/golf/Mike_Weir_at_the_2007_Masters_golf_f_cm_np1_le_med_0/img/,77,s1,train,/home/windhyk/Desktop/HARdatabase_frames/hmdb51/golf/Mike_Weir_at_the_2007_Masters_golf_f_cm_np1_le_med_0.avi
1922,Mini-Kelly_einfach_so_xD_handstand_f_cm_np1_ri_med_0.avi,48,handstand,hmdb51,./Dataset/hmdb51/handstand/Mini-Kelly_einfach_so_xD_handstand_f_cm_np1_ri_med_0/img/,106,s1,train,/home/windhyk/Desktop/HARdatabase_frames/hmdb51/handstand/Mini-Kelly_einfach_so_xD_handstand_f_cm_np1_ri_med_0.avi
1923,Mirco_turnt_die_5_2_LAD___Schraube_rw_cartwheel_f_cm_np1_le_med_2.avi,26,cartwheel,hmdb51,./Dataset/hmdb51/cartwheel/Mirco_turnt_die_5_2_LAD___Schraube_rw_cartwheel_f_cm_np1_le_med_2/img/,41,s1,train,/home/windhyk/Desktop/HARdatabase_frames/hmdb51/cartwheel/Mirco_turnt_die_5_2_LAD___Schraube_rw_cartwheel_f_cm_np1_le_med_2.avi
1924,Mirco_turnt_die_5_2_LAD___Schraube_rw_cartwheel_f_cm_np1_ri_med_0.avi,26,cartwheel,hmdb51,./Dataset/hmdb51/cartwheel/Mirco_turnt_die_5_2_LAD___Schraube_rw_cartwheel_f_cm_np1_ri_med_0/img/,43,s1,train,/home/windhyk/Desktop/HARdatabase_frames/hmdb51/cartwheel/Mirco_turnt_die_5_2_LAD___Schraube_rw_cartwheel_f_cm_np1_ri_med_0.avi
1925,Mirco_turnt_die_5_2_LAD___Schraube_rw_cartwheel_f_cm_np1_ri_med_1.avi,26,cartwheel,hmdb51,./Dataset/hmdb51/cartwheel/Mirco_turnt_die_5_2_LAD___Schraube_rw_cartwheel_f_cm_np1_ri_med_1/img/,42,s1,train,/home/windhyk/Desktop/HARdatabase_frames/hmdb51/cartwheel/Mirco_turnt_die_5_2_LAD___Schraube_rw_cartwheel_f_cm_np1_ri_med_1.avi
1926,Mirco_turnt_die_5_2_LAD___Schraube_rw_cartwheel_f_cm_np1_ri_med_3.avi,26,cartwheel,hmdb51,./Dataset/hmdb51/cartwheel/Mirco_turnt_die_5_2_LAD___Schraube_rw_cartwheel_f_cm_np1_ri_med_3/img/,41,s1,train,/home/windhyk/Desktop/HARdatabase_frames/hmdb51/cartwheel/Mirco_turnt_die_5_2_LAD___Schraube_rw_cartwheel_f_cm_np1_ri_med_3.avi
1927,Mixing_Popular_Rum_Drinks_-_Making_a_Flaming_Zombie_Cocktail_pour_u_nm_np1_fr_goo_0.avi,40,pour,hmdb51,./Dataset/hmdb51/pour/Mixing_Popular_Rum_Drinks_-_Making_a_Flaming_Zombie_Cocktail_pour_u_nm_np1_fr_goo_0/img/,112,s1,train,/home/windhyk/Desktop/HARdatabase_frames/hmdb51/pour/Mixing_Popular_Rum_Drinks_-_Making_a_Flaming_Zombie_Cocktail_pour_u_nm_np1_fr_goo_0.avi
1928,Mixing_Popular_Rum_Drinks_-_Making_a_Flaming_Zombie_Cocktail_pour_u_nm_np1_fr_goo_1.avi,40,pour,hmdb51,./Dataset/hmdb51/pour/Mixing_Popular_Rum_Drinks_-_Making_a_Flaming_Zombie_Cocktail_pour_u_nm_np1_fr_goo_1/img/,109,s1,train,/home/windhyk/Desktop/HARdatabase_frames/hmdb51/pour/Mixing_Popular_Rum_Drinks_-_Making_a_Flaming_Zombie_Cocktail_pour_u_nm_np1_fr_goo_1.avi
1929,Mixing_Popular_Rum_Drinks_-_Making_a_Flaming_Zombie_Cocktail_pour_u_nm_np1_fr_goo_2.avi,40,pour,hmdb51,./Dataset/hmdb51/pour/Mixing_Popular_Rum_Drinks_-_Making_a_Flaming_Zombie_Cocktail_pour_u_nm_np1_fr_goo_2/img/,219,s1,train,/home/windhyk/Desktop/HARdatabase_frames/hmdb51/pour/Mixing_Popular_Rum_Drinks_-_Making_a_Flaming_Zombie_Cocktail_pour_u_nm_np1_fr_goo_2.avi
1930,Miyazato_Ai_golf_f_cm_np1_fr_med_0.avi,1,golf,hmdb51,./Dataset/hmdb51/golf/Miyazato_Ai_golf_f_cm_np1_fr_med_0/img/,81,s1,train,/home/windhyk/Desktop/HARdatabase_frames/hmdb51/golf/Miyazato_Ai_golf_f_cm_np1_fr_med_0.avi
1931,Monica_cartwheel_f_cm_np1_le_med_0.avi,26,cartwheel,hmdb51,./Dataset/hmdb51/cartwheel/Monica_cartwheel_f_cm_np1_le_med_0/img/,87,s1,train,/home/windhyk/Desktop/HARdatabase_frames/hmdb51/cartwheel/Monica_cartwheel_f_cm_np1_le_med_0.avi
1932,Monikas_Staatsexamen__Turnen_cartwheel_f_cm_np1_le_med_3.avi,26,cartwheel,hmdb51,./Dataset/hmdb51/cartwheel/Monikas_Staatsexamen__Turnen_cartwheel_f_cm_np1_le_med_3/img/,81,s1,train,/home/windhyk/Desktop/HARdatabase_frames/hmdb51/cartwheel/Monikas_Staatsexamen__Turnen_cartwheel_f_cm_np1_le_med_3.avi
1933,Monikas_Staatsexamen__Turnen_cartwheel_f_cm_np1_ri_med_4.avi,26,cartwheel,hmdb51,./Dataset/hmdb51/cartwheel/Monikas_Staatsexamen__Turnen_cartwheel_f_cm_np1_ri_med_4/img/,79,s1,train,/home/windhyk/Desktop/HARdatabase_frames/hmdb51/cartwheel/Monikas_Staatsexamen__Turnen_cartwheel_f_cm_np1_ri_med_4.avi
1934,Monikas_Staatsexamen__Turnen_handstand_f_cm_np1_ba_med_0.avi,48,handstand,hmdb51,./Dataset/hmdb51/handstand/Monikas_Staatsexamen__Turnen_handstand_f_cm_np1_ba_med_0/img/,53,s1,train,/home/windhyk/Desktop/HARdatabase_frames/hmdb51/handstand/Monikas_Staatsexamen__Turnen_handstand_f_cm_np1_ba_med_0.avi
1935,Monikas_Staatsexamen__Turnen_handstand_f_cm_np1_ba_med_2.avi,48,handstand,hmdb51,./Dataset/hmdb51/handstand/Monikas_Staatsexamen__Turnen_handstand_f_cm_np1_ba_med_2/img/,79,s1,train,/home/windhyk/Desktop/HARdatabase_frames/hmdb51/handstand/Monikas_Staatsexamen__Turnen_handstand_f_cm_np1_ba_med_2.avi
1936,Mr__Bubblegum_chew_h_nm_np1_fr_med_0.avi,0,chew,hmdb51,./Dataset/hmdb51/chew/Mr__Bubblegum_chew_h_nm_np1_fr_med_0/img/,87,s1,train,/home/windhyk/Desktop/HARdatabase_frames/hmdb51/chew/Mr__Bubblegum_chew_h_nm_np1_fr_med_0.avi
1937,Mr__Bubblegum_chew_h_nm_np1_fr_med_1.avi,0,chew,hmdb51,./Dataset/hmdb51/chew/Mr__Bubblegum_chew_h_nm_np1_fr_med_1/img/,95,s1,train,/home/windhyk/Desktop/HARdatabase_frames/hmdb51/chew/Mr__Bubblegum_chew_h_nm_np1_fr_med_1.avi
1938,Mr__Bubblegum_chew_h_nm_np1_fr_med_2.avi,0,chew,hmdb51,./Dataset/hmdb51/chew/Mr__Bubblegum_chew_h_nm_np1_fr_med_2/img/,103,s1,train,/home/windhyk/Desktop/HARdatabase_frames/hmdb51/chew/Mr__Bubblegum_chew_h_nm_np1_fr_med_2.avi
1939,Mushroom_search_pick_f_cm_np2_le_med_0.avi,45,pick,hmdb51,./Dataset/hmdb51/pick/Mushroom_search_pick_f_cm_np2_le_med_0/img/,129,s1,train,/home/windhyk/Desktop/HARdatabase_frames/hmdb51/pick/Mushroom_search_pick_f_cm_np2_le_med_0.avi
1940,Musical_Bungee_Jump_Compilation_-_Don_t_Stop_Me_Now_by_Queen_dive_f_cm_np1_le_bad_2.avi,27,dive,hmdb51,./Dataset/hmdb51/dive/Musical_Bungee_Jump_Compilation_-_Don_t_Stop_Me_Now_by_Queen_dive_f_cm_np1_le_bad_2/img/,30,s1,train,/home/windhyk/Desktop/HARdatabase_frames/hmdb51/dive/Musical_Bungee_Jump_Compilation_-_Don_t_Stop_Me_Now_by_Queen_dive_f_cm_np1_le_bad_2.avi
1941,Musical_Bungee_Jump_Compilation_-_Don_t_Stop_Me_Now_by_Queen_dive_f_cm_np1_le_bad_4.avi,27,dive,hmdb51,./Dataset/hmdb51/dive/Musical_Bungee_Jump_Compilation_-_Don_t_Stop_Me_Now_by_Queen_dive_f_cm_np1_le_bad_4/img/,32,s1,train,/home/windhyk/Desktop/HARdatabase_frames/hmdb51/dive/Musical_Bungee_Jump_Compilation_-_Don_t_Stop_Me_Now_by_Queen_dive_f_cm_np1_le_bad_4.avi
1942,Musical_Bungee_Jump_Compilation_-_Don_t_Stop_Me_Now_by_Queen_dive_f_cm_np1_le_bad_5.avi,27,dive,hmdb51,./Dataset/hmdb51/dive/Musical_Bungee_Jump_Compilation_-_Don_t_Stop_Me_Now_by_Queen_dive_f_cm_np1_le_bad_5/img/,45,s1,train,/home/windhyk/Desktop/HARdatabase_frames/hmdb51/dive/Musical_Bungee_Jump_Compilation_-_Don_t_Stop_Me_Now_by_Queen_dive_f_cm_np1_le_bad_5.avi
1943,Musical_Bungee_Jump_Compilation_-_Don_t_Stop_Me_Now_by_Queen_dive_f_cm_np1_ri_bad_3.avi,27,dive,hmdb51,./Dataset/hmdb51/dive/Musical_Bungee_Jump_Compilation_-_Don_t_Stop_Me_Now_by_Queen_dive_f_cm_np1_ri_bad_3/img/,46,s1,train,/home/windhyk/Desktop/HARdatabase_frames/hmdb51/dive/Musical_Bungee_Jump_Compilation_-_Don_t_Stop_Me_Now_by_Queen_dive_f_cm_np1_ri_bad_3.avi
1944,Muso_Jikiden_Eishin_ryu_iaido_draw_sword_f_cm_np1_fr_med_0.avi,11,draw_sword,hmdb51,./Dataset/hmdb51/draw_sword/Muso_Jikiden_Eishin_ryu_iaido_draw_sword_f_cm_np1_fr_med_0/img/,57,s1,train,/home/windhyk/Desktop/HARdatabase_frames/hmdb51/draw_sword/Muso_Jikiden_Eishin_ryu_iaido_draw_sword_f_cm_np1_fr_med_0.avi
1945,Muso_Jikiden_Eishin_ryu_iaido_draw_sword_f_cm_np1_le_med_2.avi,11,draw_sword,hmdb51,./Dataset/hmdb51/draw_sword/Muso_Jikiden_Eishin_ryu_iaido_draw_sword_f_cm_np1_le_med_2/img/,41,s1,train,/home/windhyk/Desktop/HARdatabase_frames/hmdb51/draw_sword/Muso_Jikiden_Eishin_ryu_iaido_draw_sword_f_cm_np1_le_med_2.avi
1946,Muso_Jikiden_Eishin_ryu_iaido_draw_sword_f_cm_np1_le_med_4.avi,11,draw_sword,hmdb51,./Dataset/hmdb51/draw_sword/Muso_Jikiden_Eishin_ryu_iaido_draw_sword_f_cm_np1_le_med_4/img/,89,s1,train,/home/windhyk/Desktop/HARdatabase_frames/hmdb51/draw_sword/Muso_Jikiden_Eishin_ryu_iaido_draw_sword_f_cm_np1_le_med_4.avi
1947,Muso_Jikiden_Eishin_ryu_iaido_draw_sword_f_cm_np1_ri_med_1.avi,11,draw_sword,hmdb51,./Dataset/hmdb51/draw_sword/Muso_Jikiden_Eishin_ryu_iaido_draw_sword_f_cm_np1_ri_med_1/img/,48,s1,train,/home/windhyk/Desktop/HARdatabase_frames/hmdb51/draw_sword/Muso_Jikiden_Eishin_ryu_iaido_draw_sword_f_cm_np1_ri_med_1.avi
1948,Muso_Jikiden_Eishin_ryu_iaido_draw_sword_f_cm_np1_ri_med_3.avi,11,draw_sword,hmdb51,./Dataset/hmdb51/draw_sword/Muso_Jikiden_Eishin_ryu_iaido_draw_sword_f_cm_np1_ri_med_3/img/,46,s1,train,/home/windhyk/Desktop/HARdatabase_frames/hmdb51/draw_sword/Muso_Jikiden_Eishin_ryu_iaido_draw_sword_f_cm_np1_ri_med_3.avi
1949,MySmile_smile_h_nm_np1_fr_goo_0.avi,18,smile,hmdb51,./Dataset/hmdb51/smile/MySmile_smile_h_nm_np1_fr_goo_0/img/,59,s1,train,/home/windhyk/Desktop/HARdatabase_frames/hmdb51/smile/MySmile_smile_h_nm_np1_fr_goo_0.avi
1950,My_Hair_Routine_brush_hair_h_nm_np1_le_goo_0.avi,38,brush_hair,hmdb51,./Dataset/hmdb51/brush_hair/My_Hair_Routine_brush_hair_h_nm_np1_le_goo_0/img/,395,s1,train,/home/windhyk/Desktop/HARdatabase_frames/hmdb51/brush_hair/My_Hair_Routine_brush_hair_h_nm_np1_le_goo_0.avi
1951,My_Lil__Man_clapping_his_Hands_clap_u_nm_np1_fr_goo_0.avi,42,clap,hmdb51,./Dataset/hmdb51/clap/My_Lil__Man_clapping_his_Hands_clap_u_nm_np1_fr_goo_0/img/,77,s1,train,/home/windhyk/Desktop/HARdatabase_frames/hmdb51/clap/My_Lil__Man_clapping_his_Hands_clap_u_nm_np1_fr_goo_0.avi
1952,My_Lil__Man_clapping_his_Hands_clap_u_nm_np1_fr_med_1.avi,42,clap,hmdb51,./Dataset/hmdb51/clap/My_Lil__Man_clapping_his_Hands_clap_u_nm_np1_fr_med_1/img/,76,s1,train,/home/windhyk/Desktop/HARdatabase_frames/hmdb51/clap/My_Lil__Man_clapping_his_Hands_clap_u_nm_np1_fr_med_1.avi
1953,My_smileEh_smile_h_nm_np1_fr_goo_0.avi,18,smile,hmdb51,./Dataset/hmdb51/smile/My_smileEh_smile_h_nm_np1_fr_goo_0/img/,78,s1,train,/home/windhyk/Desktop/HARdatabase_frames/hmdb51/smile/My_smileEh_smile_h_nm_np1_fr_goo_0.avi
1954,Mylifehorseriding_ride_horse_f_cm_np1_ba_med_2.avi,39,ride_horse,hmdb51,./Dataset/hmdb51/ride_horse/Mylifehorseriding_ride_horse_f_cm_np1_ba_med_2/img/,130,s1,train,/home/windhyk/Desktop/HARdatabase_frames/hmdb51/ride_horse/Mylifehorseriding_ride_horse_f_cm_np1_ba_med_2.avi
1955,Mylifehorseriding_ride_horse_f_cm_np1_fr_med_3.avi,39,ride_horse,hmdb51,./Dataset/hmdb51/ride_horse/Mylifehorseriding_ride_horse_f_cm_np1_fr_med_3/img/,171,s1,train,/home/windhyk/Desktop/HARdatabase_frames/hmdb51/ride_horse/Mylifehorseriding_ride_horse_f_cm_np1_fr_med_3.avi
