,Unnamed: 0,sample,cid,class,db,dir,num,split,tag,vid
1827,1827,v_BreastStroke_g23_c02.avi,18,BreastStroke,ucf101,./Dataset/ucf101/BreastStroke/v_BreastStroke_g23_c02/img/,357,s1,train,/home/windhyk/Desktop/HARdatabase_frames/ucf101/BreastStroke/v_BreastStroke_g23_c02.avi
1828,1828,v_BreastStroke_g23_c03.avi,18,BreastStroke,ucf101,./Dataset/ucf101/BreastStroke/v_BreastStroke_g23_c03/img/,334,s1,train,/home/windhyk/Desktop/HARdatabase_frames/ucf101/BreastStroke/v_BreastStroke_g23_c03.avi
1829,1829,v_BreastStroke_g23_c04.avi,18,BreastStroke,ucf101,./Dataset/ucf101/BreastStroke/v_BreastStroke_g23_c04/img/,377,s1,train,/home/windhyk/Desktop/HARdatabase_frames/ucf101/BreastStroke/v_BreastStroke_g23_c04.avi
1830,1830,v_BreastStroke_g24_c01.avi,18,BreastStroke,ucf101,./Dataset/ucf101/BreastStroke/v_BreastStroke_g24_c01/img/,116,s1,train,/home/windhyk/Desktop/HARdatabase_frames/ucf101/BreastStroke/v_BreastStroke_g24_c01.avi
1831,1831,v_BreastStroke_g24_c02.avi,18,BreastStroke,ucf101,./Dataset/ucf101/BreastStroke/v_BreastStroke_g24_c02/img/,116,s1,train,/home/windhyk/Desktop/HARdatabase_frames/ucf101/BreastStroke/v_BreastStroke_g24_c02.avi
1832,1832,v_BreastStroke_g24_c03.avi,18,BreastStroke,ucf101,./Dataset/ucf101/BreastStroke/v_BreastStroke_g24_c03/img/,116,s1,train,/home/windhyk/Desktop/HARdatabase_frames/ucf101/BreastStroke/v_BreastStroke_g24_c03.avi
1833,1833,v_BreastStroke_g24_c04.avi,18,BreastStroke,ucf101,./Dataset/ucf101/BreastStroke/v_BreastStroke_g24_c04/img/,132,s1,train,/home/windhyk/Desktop/HARdatabase_frames/ucf101/BreastStroke/v_BreastStroke_g24_c04.avi
1834,1834,v_BreastStroke_g25_c01.avi,18,BreastStroke,ucf101,./Dataset/ucf101/BreastStroke/v_BreastStroke_g25_c01/img/,211,s1,train,/home/windhyk/Desktop/HARdatabase_frames/ucf101/BreastStroke/v_BreastStroke_g25_c01.avi
1835,1835,v_BreastStroke_g25_c02.avi,18,BreastStroke,ucf101,./Dataset/ucf101/BreastStroke/v_BreastStroke_g25_c02/img/,172,s1,train,/home/windhyk/Desktop/HARdatabase_frames/ucf101/BreastStroke/v_BreastStroke_g25_c02.avi
1836,1836,v_BreastStroke_g25_c03.avi,18,BreastStroke,ucf101,./Dataset/ucf101/BreastStroke/v_BreastStroke_g25_c03/img/,150,s1,train,/home/windhyk/Desktop/HARdatabase_frames/ucf101/BreastStroke/v_BreastStroke_g25_c03.avi
1837,1837,v_BreastStroke_g25_c04.avi,18,BreastStroke,ucf101,./Dataset/ucf101/BreastStroke/v_BreastStroke_g25_c04/img/,150,s1,train,/home/windhyk/Desktop/HARdatabase_frames/ucf101/BreastStroke/v_BreastStroke_g25_c04.avi
1838,1838,v_BrushingTeeth_g08_c01.avi,19,BrushingTeeth,ucf101,./Dataset/ucf101/BrushingTeeth/v_BrushingTeeth_g08_c01/img/,177,s1,train,/home/windhyk/Desktop/HARdatabase_frames/ucf101/BrushingTeeth/v_BrushingTeeth_g08_c01.avi
1839,1839,v_BrushingTeeth_g08_c02.avi,19,BrushingTeeth,ucf101,./Dataset/ucf101/BrushingTeeth/v_BrushingTeeth_g08_c02/img/,187,s1,train,/home/windhyk/Desktop/HARdatabase_frames/ucf101/BrushingTeeth/v_BrushingTeeth_g08_c02.avi
1840,1840,v_BrushingTeeth_g08_c03.avi,19,BrushingTeeth,ucf101,./Dataset/ucf101/BrushingTeeth/v_BrushingTeeth_g08_c03/img/,170,s1,train,/home/windhyk/Desktop/HARdatabase_frames/ucf101/BrushingTeeth/v_BrushingTeeth_g08_c03.avi
1841,1841,v_BrushingTeeth_g08_c04.avi,19,BrushingTeeth,ucf101,./Dataset/ucf101/BrushingTeeth/v_BrushingTeeth_g08_c04/img/,198,s1,train,/home/windhyk/Desktop/HARdatabase_frames/ucf101/BrushingTeeth/v_BrushingTeeth_g08_c04.avi
1842,1842,v_BrushingTeeth_g08_c05.avi,19,BrushingTeeth,ucf101,./Dataset/ucf101/BrushingTeeth/v_BrushingTeeth_g08_c05/img/,174,s1,train,/home/windhyk/Desktop/HARdatabase_frames/ucf101/BrushingTeeth/v_BrushingTeeth_g08_c05.avi
1843,1843,v_BrushingTeeth_g08_c06.avi,19,BrushingTeeth,ucf101,./Dataset/ucf101/BrushingTeeth/v_BrushingTeeth_g08_c06/img/,178,s1,train,/home/windhyk/Desktop/HARdatabase_frames/ucf101/BrushingTeeth/v_BrushingTeeth_g08_c06.avi
1844,1844,v_BrushingTeeth_g09_c01.avi,19,BrushingTeeth,ucf101,./Dataset/ucf101/BrushingTeeth/v_BrushingTeeth_g09_c01/img/,99,s1,train,/home/windhyk/Desktop/HARdatabase_frames/ucf101/BrushingTeeth/v_BrushingTeeth_g09_c01.avi
1845,1845,v_BrushingTeeth_g09_c02.avi,19,BrushingTeeth,ucf101,./Dataset/ucf101/BrushingTeeth/v_BrushingTeeth_g09_c02/img/,105,s1,train,/home/windhyk/Desktop/HARdatabase_frames/ucf101/BrushingTeeth/v_BrushingTeeth_g09_c02.avi
1846,1846,v_BrushingTeeth_g09_c03.avi,19,BrushingTeeth,ucf101,./Dataset/ucf101/BrushingTeeth/v_BrushingTeeth_g09_c03/img/,99,s1,train,/home/windhyk/Desktop/HARdatabase_frames/ucf101/BrushingTeeth/v_BrushingTeeth_g09_c03.avi
1847,1847,v_BrushingTeeth_g09_c04.avi,19,BrushingTeeth,ucf101,./Dataset/ucf101/BrushingTeeth/v_BrushingTeeth_g09_c04/img/,94,s1,train,/home/windhyk/Desktop/HARdatabase_frames/ucf101/BrushingTeeth/v_BrushingTeeth_g09_c04.avi
1848,1848,v_BrushingTeeth_g10_c01.avi,19,BrushingTeeth,ucf101,./Dataset/ucf101/BrushingTeeth/v_BrushingTeeth_g10_c01/img/,211,s1,train,/home/windhyk/Desktop/HARdatabase_frames/ucf101/BrushingTeeth/v_BrushingTeeth_g10_c01.avi
1849,1849,v_BrushingTeeth_g10_c02.avi,19,BrushingTeeth,ucf101,./Dataset/ucf101/BrushingTeeth/v_BrushingTeeth_g10_c02/img/,201,s1,train,/home/windhyk/Desktop/HARdatabase_frames/ucf101/BrushingTeeth/v_BrushingTeeth_g10_c02.avi
1850,1850,v_BrushingTeeth_g10_c03.avi,19,BrushingTeeth,ucf101,./Dataset/ucf101/BrushingTeeth/v_BrushingTeeth_g10_c03/img/,209,s1,train,/home/windhyk/Desktop/HARdatabase_frames/ucf101/BrushingTeeth/v_BrushingTeeth_g10_c03.avi
1851,1851,v_BrushingTeeth_g10_c04.avi,19,BrushingTeeth,ucf101,./Dataset/ucf101/BrushingTeeth/v_BrushingTeeth_g10_c04/img/,239,s1,train,/home/windhyk/Desktop/HARdatabase_frames/ucf101/BrushingTeeth/v_BrushingTeeth_g10_c04.avi
1852,1852,v_BrushingTeeth_g10_c05.avi,19,BrushingTeeth,ucf101,./Dataset/ucf101/BrushingTeeth/v_BrushingTeeth_g10_c05/img/,207,s1,train,/home/windhyk/Desktop/HARdatabase_frames/ucf101/BrushingTeeth/v_BrushingTeeth_g10_c05.avi
1853,1853,v_BrushingTeeth_g11_c01.avi,19,BrushingTeeth,ucf101,./Dataset/ucf101/BrushingTeeth/v_BrushingTeeth_g11_c01/img/,230,s1,train,/home/windhyk/Desktop/HARdatabase_frames/ucf101/BrushingTeeth/v_BrushingTeeth_g11_c01.avi
1854,1854,v_BrushingTeeth_g11_c02.avi,19,BrushingTeeth,ucf101,./Dataset/ucf101/BrushingTeeth/v_BrushingTeeth_g11_c02/img/,246,s1,train,/home/windhyk/Desktop/HARdatabase_frames/ucf101/BrushingTeeth/v_BrushingTeeth_g11_c02.avi
1855,1855,v_BrushingTeeth_g11_c03.avi,19,BrushingTeeth,ucf101,./Dataset/ucf101/BrushingTeeth/v_BrushingTeeth_g11_c03/img/,239,s1,train,/home/windhyk/Desktop/HARdatabase_frames/ucf101/BrushingTeeth/v_BrushingTeeth_g11_c03.avi
1856,1856,v_BrushingTeeth_g11_c04.avi,19,BrushingTeeth,ucf101,./Dataset/ucf101/BrushingTeeth/v_BrushingTeeth_g11_c04/img/,237,s1,train,/home/windhyk/Desktop/HARdatabase_frames/ucf101/BrushingTeeth/v_BrushingTeeth_g11_c04.avi
1857,1857,v_BrushingTeeth_g12_c01.avi,19,BrushingTeeth,ucf101,./Dataset/ucf101/BrushingTeeth/v_BrushingTeeth_g12_c01/img/,255,s1,train,/home/windhyk/Desktop/HARdatabase_frames/ucf101/BrushingTeeth/v_BrushingTeeth_g12_c01.avi
1858,1858,v_BrushingTeeth_g12_c02.avi,19,BrushingTeeth,ucf101,./Dataset/ucf101/BrushingTeeth/v_BrushingTeeth_g12_c02/img/,265,s1,train,/home/windhyk/Desktop/HARdatabase_frames/ucf101/BrushingTeeth/v_BrushingTeeth_g12_c02.avi
1859,1859,v_BrushingTeeth_g12_c03.avi,19,BrushingTeeth,ucf101,./Dataset/ucf101/BrushingTeeth/v_BrushingTeeth_g12_c03/img/,264,s1,train,/home/windhyk/Desktop/HARdatabase_frames/ucf101/BrushingTeeth/v_BrushingTeeth_g12_c03.avi
1860,1860,v_BrushingTeeth_g12_c04.avi,19,BrushingTeeth,ucf101,./Dataset/ucf101/BrushingTeeth/v_BrushingTeeth_g12_c04/img/,275,s1,train,/home/windhyk/Desktop/HARdatabase_frames/ucf101/BrushingTeeth/v_BrushingTeeth_g12_c04.avi
1861,1861,v_BrushingTeeth_g12_c05.avi,19,BrushingTeeth,ucf101,./Dataset/ucf101/BrushingTeeth/v_BrushingTeeth_g12_c05/img/,284,s1,train,/home/windhyk/Desktop/HARdatabase_frames/ucf101/BrushingTeeth/v_BrushingTeeth_g12_c05.avi
1862,1862,v_BrushingTeeth_g12_c06.avi,19,BrushingTeeth,ucf101,./Dataset/ucf101/BrushingTeeth/v_BrushingTeeth_g12_c06/img/,234,s1,train,/home/windhyk/Desktop/HARdatabase_frames/ucf101/BrushingTeeth/v_BrushingTeeth_g12_c06.avi
1863,1863,v_BrushingTeeth_g13_c01.avi,19,BrushingTeeth,ucf101,./Dataset/ucf101/BrushingTeeth/v_BrushingTeeth_g13_c01/img/,162,s1,train,/home/windhyk/Desktop/HARdatabase_frames/ucf101/BrushingTeeth/v_BrushingTeeth_g13_c01.avi
1864,1864,v_BrushingTeeth_g13_c02.avi,19,BrushingTeeth,ucf101,./Dataset/ucf101/BrushingTeeth/v_BrushingTeeth_g13_c02/img/,126,s1,train,/home/windhyk/Desktop/HARdatabase_frames/ucf101/BrushingTeeth/v_BrushingTeeth_g13_c02.avi
1865,1865,v_BrushingTeeth_g13_c03.avi,19,BrushingTeeth,ucf101,./Dataset/ucf101/BrushingTeeth/v_BrushingTeeth_g13_c03/img/,160,s1,train,/home/windhyk/Desktop/HARdatabase_frames/ucf101/BrushingTeeth/v_BrushingTeeth_g13_c03.avi
1866,1866,v_BrushingTeeth_g13_c04.avi,19,BrushingTeeth,ucf101,./Dataset/ucf101/BrushingTeeth/v_BrushingTeeth_g13_c04/img/,186,s1,train,/home/windhyk/Desktop/HARdatabase_frames/ucf101/BrushingTeeth/v_BrushingTeeth_g13_c04.avi
1867,1867,v_BrushingTeeth_g14_c01.avi,19,BrushingTeeth,ucf101,./Dataset/ucf101/BrushingTeeth/v_BrushingTeeth_g14_c01/img/,217,s1,train,/home/windhyk/Desktop/HARdatabase_frames/ucf101/BrushingTeeth/v_BrushingTeeth_g14_c01.avi
1868,1868,v_BrushingTeeth_g14_c02.avi,19,BrushingTeeth,ucf101,./Dataset/ucf101/BrushingTeeth/v_BrushingTeeth_g14_c02/img/,192,s1,train,/home/windhyk/Desktop/HARdatabase_frames/ucf101/BrushingTeeth/v_BrushingTeeth_g14_c02.avi
1869,1869,v_BrushingTeeth_g14_c03.avi,19,BrushingTeeth,ucf101,./Dataset/ucf101/BrushingTeeth/v_BrushingTeeth_g14_c03/img/,210,s1,train,/home/windhyk/Desktop/HARdatabase_frames/ucf101/BrushingTeeth/v_BrushingTeeth_g14_c03.avi
1870,1870,v_BrushingTeeth_g14_c04.avi,19,BrushingTeeth,ucf101,./Dataset/ucf101/BrushingTeeth/v_BrushingTeeth_g14_c04/img/,229,s1,train,/home/windhyk/Desktop/HARdatabase_frames/ucf101/BrushingTeeth/v_BrushingTeeth_g14_c04.avi
1871,1871,v_BrushingTeeth_g14_c05.avi,19,BrushingTeeth,ucf101,./Dataset/ucf101/BrushingTeeth/v_BrushingTeeth_g14_c05/img/,234,s1,train,/home/windhyk/Desktop/HARdatabase_frames/ucf101/BrushingTeeth/v_BrushingTeeth_g14_c05.avi
1872,1872,v_BrushingTeeth_g15_c01.avi,19,BrushingTeeth,ucf101,./Dataset/ucf101/BrushingTeeth/v_BrushingTeeth_g15_c01/img/,205,s1,train,/home/windhyk/Desktop/HARdatabase_frames/ucf101/BrushingTeeth/v_BrushingTeeth_g15_c01.avi
1873,1873,v_BrushingTeeth_g15_c02.avi,19,BrushingTeeth,ucf101,./Dataset/ucf101/BrushingTeeth/v_BrushingTeeth_g15_c02/img/,195,s1,train,/home/windhyk/Desktop/HARdatabase_frames/ucf101/BrushingTeeth/v_BrushingTeeth_g15_c02.avi
1874,1874,v_BrushingTeeth_g15_c03.avi,19,BrushingTeeth,ucf101,./Dataset/ucf101/BrushingTeeth/v_BrushingTeeth_g15_c03/img/,199,s1,train,/home/windhyk/Desktop/HARdatabase_frames/ucf101/BrushingTeeth/v_BrushingTeeth_g15_c03.avi
1875,1875,v_BrushingTeeth_g15_c04.avi,19,BrushingTeeth,ucf101,./Dataset/ucf101/BrushingTeeth/v_BrushingTeeth_g15_c04/img/,178,s1,train,/home/windhyk/Desktop/HARdatabase_frames/ucf101/BrushingTeeth/v_BrushingTeeth_g15_c04.avi
1876,1876,v_BrushingTeeth_g16_c01.avi,19,BrushingTeeth,ucf101,./Dataset/ucf101/BrushingTeeth/v_BrushingTeeth_g16_c01/img/,172,s1,train,/home/windhyk/Desktop/HARdatabase_frames/ucf101/BrushingTeeth/v_BrushingTeeth_g16_c01.avi
1877,1877,v_BrushingTeeth_g16_c02.avi,19,BrushingTeeth,ucf101,./Dataset/ucf101/BrushingTeeth/v_BrushingTeeth_g16_c02/img/,147,s1,train,/home/windhyk/Desktop/HARdatabase_frames/ucf101/BrushingTeeth/v_BrushingTeeth_g16_c02.avi
1878,1878,v_BrushingTeeth_g16_c03.avi,19,BrushingTeeth,ucf101,./Dataset/ucf101/BrushingTeeth/v_BrushingTeeth_g16_c03/img/,167,s1,train,/home/windhyk/Desktop/HARdatabase_frames/ucf101/BrushingTeeth/v_BrushingTeeth_g16_c03.avi
1879,1879,v_BrushingTeeth_g16_c04.avi,19,BrushingTeeth,ucf101,./Dataset/ucf101/BrushingTeeth/v_BrushingTeeth_g16_c04/img/,143,s1,train,/home/windhyk/Desktop/HARdatabase_frames/ucf101/BrushingTeeth/v_BrushingTeeth_g16_c04.avi
1880,1880,v_BrushingTeeth_g17_c01.avi,19,BrushingTeeth,ucf101,./Dataset/ucf101/BrushingTeeth/v_BrushingTeeth_g17_c01/img/,103,s1,train,/home/windhyk/Desktop/HARdatabase_frames/ucf101/BrushingTeeth/v_BrushingTeeth_g17_c01.avi
1881,1881,v_BrushingTeeth_g17_c02.avi,19,BrushingTeeth,ucf101,./Dataset/ucf101/BrushingTeeth/v_BrushingTeeth_g17_c02/img/,138,s1,train,/home/windhyk/Desktop/HARdatabase_frames/ucf101/BrushingTeeth/v_BrushingTeeth_g17_c02.avi
1882,1882,v_BrushingTeeth_g17_c03.avi,19,BrushingTeeth,ucf101,./Dataset/ucf101/BrushingTeeth/v_BrushingTeeth_g17_c03/img/,157,s1,train,/home/windhyk/Desktop/HARdatabase_frames/ucf101/BrushingTeeth/v_BrushingTeeth_g17_c03.avi
1883,1883,v_BrushingTeeth_g17_c04.avi,19,BrushingTeeth,ucf101,./Dataset/ucf101/BrushingTeeth/v_BrushingTeeth_g17_c04/img/,188,s1,train,/home/windhyk/Desktop/HARdatabase_frames/ucf101/BrushingTeeth/v_BrushingTeeth_g17_c04.avi
1884,1884,v_BrushingTeeth_g17_c05.avi,19,BrushingTeeth,ucf101,./Dataset/ucf101/BrushingTeeth/v_BrushingTeeth_g17_c05/img/,123,s1,train,/home/windhyk/Desktop/HARdatabase_frames/ucf101/BrushingTeeth/v_BrushingTeeth_g17_c05.avi
1885,1885,v_BrushingTeeth_g18_c01.avi,19,BrushingTeeth,ucf101,./Dataset/ucf101/BrushingTeeth/v_BrushingTeeth_g18_c01/img/,290,s1,train,/home/windhyk/Desktop/HARdatabase_frames/ucf101/BrushingTeeth/v_BrushingTeeth_g18_c01.avi
1886,1886,v_BrushingTeeth_g18_c02.avi,19,BrushingTeeth,ucf101,./Dataset/ucf101/BrushingTeeth/v_BrushingTeeth_g18_c02/img/,307,s1,train,/home/windhyk/Desktop/HARdatabase_frames/ucf101/BrushingTeeth/v_BrushingTeeth_g18_c02.avi
1887,1887,v_BrushingTeeth_g18_c03.avi,19,BrushingTeeth,ucf101,./Dataset/ucf101/BrushingTeeth/v_BrushingTeeth_g18_c03/img/,305,s1,train,/home/windhyk/Desktop/HARdatabase_frames/ucf101/BrushingTeeth/v_BrushingTeeth_g18_c03.avi
1888,1888,v_BrushingTeeth_g18_c04.avi,19,BrushingTeeth,ucf101,./Dataset/ucf101/BrushingTeeth/v_BrushingTeeth_g18_c04/img/,328,s1,train,/home/windhyk/Desktop/HARdatabase_frames/ucf101/BrushingTeeth/v_BrushingTeeth_g18_c04.avi
1889,1889,v_BrushingTeeth_g18_c05.avi,19,BrushingTeeth,ucf101,./Dataset/ucf101/BrushingTeeth/v_BrushingTeeth_g18_c05/img/,297,s1,train,/home/windhyk/Desktop/HARdatabase_frames/ucf101/BrushingTeeth/v_BrushingTeeth_g18_c05.avi
1890,1890,v_BrushingTeeth_g18_c06.avi,19,BrushingTeeth,ucf101,./Dataset/ucf101/BrushingTeeth/v_BrushingTeeth_g18_c06/img/,329,s1,train,/home/windhyk/Desktop/HARdatabase_frames/ucf101/BrushingTeeth/v_BrushingTeeth_g18_c06.avi
1891,1891,v_BrushingTeeth_g18_c07.avi,19,BrushingTeeth,ucf101,./Dataset/ucf101/BrushingTeeth/v_BrushingTeeth_g18_c07/img/,247,s1,train,/home/windhyk/Desktop/HARdatabase_frames/ucf101/BrushingTeeth/v_BrushingTeeth_g18_c07.avi
1892,1892,v_BrushingTeeth_g19_c01.avi,19,BrushingTeeth,ucf101,./Dataset/ucf101/BrushingTeeth/v_BrushingTeeth_g19_c01/img/,573,s1,train,/home/windhyk/Desktop/HARdatabase_frames/ucf101/BrushingTeeth/v_BrushingTeeth_g19_c01.avi
1893,1893,v_BrushingTeeth_g19_c02.avi,19,BrushingTeeth,ucf101,./Dataset/ucf101/BrushingTeeth/v_BrushingTeeth_g19_c02/img/,763,s1,train,/home/windhyk/Desktop/HARdatabase_frames/ucf101/BrushingTeeth/v_BrushingTeeth_g19_c02.avi
1894,1894,v_BrushingTeeth_g19_c03.avi,19,BrushingTeeth,ucf101,./Dataset/ucf101/BrushingTeeth/v_BrushingTeeth_g19_c03/img/,632,s1,train,/home/windhyk/Desktop/HARdatabase_frames/ucf101/BrushingTeeth/v_BrushingTeeth_g19_c03.avi
1895,1895,v_BrushingTeeth_g19_c04.avi,19,BrushingTeeth,ucf101,./Dataset/ucf101/BrushingTeeth/v_BrushingTeeth_g19_c04/img/,614,s1,train,/home/windhyk/Desktop/HARdatabase_frames/ucf101/BrushingTeeth/v_BrushingTeeth_g19_c04.avi
1896,1896,v_BrushingTeeth_g19_c05.avi,19,BrushingTeeth,ucf101,./Dataset/ucf101/BrushingTeeth/v_BrushingTeeth_g19_c05/img/,592,s1,train,/home/windhyk/Desktop/HARdatabase_frames/ucf101/BrushingTeeth/v_BrushingTeeth_g19_c05.avi
1897,1897,v_BrushingTeeth_g20_c01.avi,19,BrushingTeeth,ucf101,./Dataset/ucf101/BrushingTeeth/v_BrushingTeeth_g20_c01/img/,169,s1,train,/home/windhyk/Desktop/HARdatabase_frames/ucf101/BrushingTeeth/v_BrushingTeeth_g20_c01.avi
1898,1898,v_BrushingTeeth_g20_c02.avi,19,BrushingTeeth,ucf101,./Dataset/ucf101/BrushingTeeth/v_BrushingTeeth_g20_c02/img/,174,s1,train,/home/windhyk/Desktop/HARdatabase_frames/ucf101/BrushingTeeth/v_BrushingTeeth_g20_c02.avi
1899,1899,v_BrushingTeeth_g20_c03.avi,19,BrushingTeeth,ucf101,./Dataset/ucf101/BrushingTeeth/v_BrushingTeeth_g20_c03/img/,170,s1,train,/home/windhyk/Desktop/HARdatabase_frames/ucf101/BrushingTeeth/v_BrushingTeeth_g20_c03.avi
1900,1900,v_BrushingTeeth_g20_c04.avi,19,BrushingTeeth,ucf101,./Dataset/ucf101/BrushingTeeth/v_BrushingTeeth_g20_c04/img/,176,s1,train,/home/windhyk/Desktop/HARdatabase_frames/ucf101/BrushingTeeth/v_BrushingTeeth_g20_c04.avi
1901,1901,v_BrushingTeeth_g20_c05.avi,19,BrushingTeeth,ucf101,./Dataset/ucf101/BrushingTeeth/v_BrushingTeeth_g20_c05/img/,180,s1,train,/home/windhyk/Desktop/HARdatabase_frames/ucf101/BrushingTeeth/v_BrushingTeeth_g20_c05.avi
1902,1902,v_BrushingTeeth_g21_c01.avi,19,BrushingTeeth,ucf101,./Dataset/ucf101/BrushingTeeth/v_BrushingTeeth_g21_c01/img/,275,s1,train,/home/windhyk/Desktop/HARdatabase_frames/ucf101/BrushingTeeth/v_BrushingTeeth_g21_c01.avi
1903,1903,v_BrushingTeeth_g21_c02.avi,19,BrushingTeeth,ucf101,./Dataset/ucf101/BrushingTeeth/v_BrushingTeeth_g21_c02/img/,279,s1,train,/home/windhyk/Desktop/HARdatabase_frames/ucf101/BrushingTeeth/v_BrushingTeeth_g21_c02.avi
1904,1904,v_BrushingTeeth_g21_c03.avi,19,BrushingTeeth,ucf101,./Dataset/ucf101/BrushingTeeth/v_BrushingTeeth_g21_c03/img/,284,s1,train,/home/windhyk/Desktop/HARdatabase_frames/ucf101/BrushingTeeth/v_BrushingTeeth_g21_c03.avi
1905,1905,v_BrushingTeeth_g21_c04.avi,19,BrushingTeeth,ucf101,./Dataset/ucf101/BrushingTeeth/v_BrushingTeeth_g21_c04/img/,279,s1,train,/home/windhyk/Desktop/HARdatabase_frames/ucf101/BrushingTeeth/v_BrushingTeeth_g21_c04.avi
1906,1906,v_BrushingTeeth_g22_c01.avi,19,BrushingTeeth,ucf101,./Dataset/ucf101/BrushingTeeth/v_BrushingTeeth_g22_c01/img/,182,s1,train,/home/windhyk/Desktop/HARdatabase_frames/ucf101/BrushingTeeth/v_BrushingTeeth_g22_c01.avi
1907,1907,v_BrushingTeeth_g22_c02.avi,19,BrushingTeeth,ucf101,./Dataset/ucf101/BrushingTeeth/v_BrushingTeeth_g22_c02/img/,197,s1,train,/home/windhyk/Desktop/HARdatabase_frames/ucf101/BrushingTeeth/v_BrushingTeeth_g22_c02.avi
1908,1908,v_BrushingTeeth_g22_c03.avi,19,BrushingTeeth,ucf101,./Dataset/ucf101/BrushingTeeth/v_BrushingTeeth_g22_c03/img/,181,s1,train,/home/windhyk/Desktop/HARdatabase_frames/ucf101/BrushingTeeth/v_BrushingTeeth_g22_c03.avi
1909,1909,v_BrushingTeeth_g22_c04.avi,19,BrushingTeeth,ucf101,./Dataset/ucf101/BrushingTeeth/v_BrushingTeeth_g22_c04/img/,185,s1,train,/home/windhyk/Desktop/HARdatabase_frames/ucf101/BrushingTeeth/v_BrushingTeeth_g22_c04.avi
1910,1910,v_BrushingTeeth_g22_c05.avi,19,BrushingTeeth,ucf101,./Dataset/ucf101/BrushingTeeth/v_BrushingTeeth_g22_c05/img/,198,s1,train,/home/windhyk/Desktop/HARdatabase_frames/ucf101/BrushingTeeth/v_BrushingTeeth_g22_c05.avi
1911,1911,v_BrushingTeeth_g22_c06.avi,19,BrushingTeeth,ucf101,./Dataset/ucf101/BrushingTeeth/v_BrushingTeeth_g22_c06/img/,183,s1,train,/home/windhyk/Desktop/HARdatabase_frames/ucf101/BrushingTeeth/v_BrushingTeeth_g22_c06.avi
1912,1912,v_BrushingTeeth_g22_c07.avi,19,BrushingTeeth,ucf101,./Dataset/ucf101/BrushingTeeth/v_BrushingTeeth_g22_c07/img/,206,s1,train,/home/windhyk/Desktop/HARdatabase_frames/ucf101/BrushingTeeth/v_BrushingTeeth_g22_c07.avi
1913,1913,v_BrushingTeeth_g23_c01.avi,19,BrushingTeeth,ucf101,./Dataset/ucf101/BrushingTeeth/v_BrushingTeeth_g23_c01/img/,202,s1,train,/home/windhyk/Desktop/HARdatabase_frames/ucf101/BrushingTeeth/v_BrushingTeeth_g23_c01.avi
1914,1914,v_BrushingTeeth_g23_c02.avi,19,BrushingTeeth,ucf101,./Dataset/ucf101/BrushingTeeth/v_BrushingTeeth_g23_c02/img/,205,s1,train,/home/windhyk/Desktop/HARdatabase_frames/ucf101/BrushingTeeth/v_BrushingTeeth_g23_c02.avi
1915,1915,v_BrushingTeeth_g23_c03.avi,19,BrushingTeeth,ucf101,./Dataset/ucf101/BrushingTeeth/v_BrushingTeeth_g23_c03/img/,254,s1,train,/home/windhyk/Desktop/HARdatabase_frames/ucf101/BrushingTeeth/v_BrushingTeeth_g23_c03.avi
1916,1916,v_BrushingTeeth_g23_c04.avi,19,BrushingTeeth,ucf101,./Dataset/ucf101/BrushingTeeth/v_BrushingTeeth_g23_c04/img/,260,s1,train,/home/windhyk/Desktop/HARdatabase_frames/ucf101/BrushingTeeth/v_BrushingTeeth_g23_c04.avi
1917,1917,v_BrushingTeeth_g23_c05.avi,19,BrushingTeeth,ucf101,./Dataset/ucf101/BrushingTeeth/v_BrushingTeeth_g23_c05/img/,284,s1,train,/home/windhyk/Desktop/HARdatabase_frames/ucf101/BrushingTeeth/v_BrushingTeeth_g23_c05.avi
1918,1918,v_BrushingTeeth_g23_c06.avi,19,BrushingTeeth,ucf101,./Dataset/ucf101/BrushingTeeth/v_BrushingTeeth_g23_c06/img/,266,s1,train,/home/windhyk/Desktop/HARdatabase_frames/ucf101/BrushingTeeth/v_BrushingTeeth_g23_c06.avi
1919,1919,v_BrushingTeeth_g24_c01.avi,19,BrushingTeeth,ucf101,./Dataset/ucf101/BrushingTeeth/v_BrushingTeeth_g24_c01/img/,197,s1,train,/home/windhyk/Desktop/HARdatabase_frames/ucf101/BrushingTeeth/v_BrushingTeeth_g24_c01.avi
1920,1920,v_BrushingTeeth_g24_c02.avi,19,BrushingTeeth,ucf101,./Dataset/ucf101/BrushingTeeth/v_BrushingTeeth_g24_c02/img/,197,s1,train,/home/windhyk/Desktop/HARdatabase_frames/ucf101/BrushingTeeth/v_BrushingTeeth_g24_c02.avi
1921,1921,v_BrushingTeeth_g24_c03.avi,19,BrushingTeeth,ucf101,./Dataset/ucf101/BrushingTeeth/v_BrushingTeeth_g24_c03/img/,197,s1,train,/home/windhyk/Desktop/HARdatabase_frames/ucf101/BrushingTeeth/v_BrushingTeeth_g24_c03.avi
1922,1922,v_BrushingTeeth_g24_c04.avi,19,BrushingTeeth,ucf101,./Dataset/ucf101/BrushingTeeth/v_BrushingTeeth_g24_c04/img/,220,s1,train,/home/windhyk/Desktop/HARdatabase_frames/ucf101/BrushingTeeth/v_BrushingTeeth_g24_c04.avi
